42.045,-560.10437
42.111,-453.76129
42.174,-438.85956
42.239,-538.42926
42.304,-513.70544
42.372,-434.4574
42.432,-505.74646
42.497,-548.92731
42.562,-553.83911
42.64,-455.45502
42.692,-443.93921
42.755,-545.37201
42.822,-495.07904
42.888,-430.05371
42.949,-433.94928
43.013,-500.32806
43.078,-549.26605
43.143,-446.14105
43.207,-455.28564
43.292,-554.17786
43.343,-541.98456
43.406,-499.14246
43.465,-428.52936
43.529,-514.89105
43.594,-539.61487
43.659,-442.07611
43.724,-448.84949
43.787,-450.54321
43.852,-549.09668
43.917,-482.54852
43.981,-429.37622
44.046,-528.09906
44.111,-508.79517
44.176,-543.50891
44.24,-443.26172
44.307,-464.25934
44.368,-554.17786
44.434,-467.13867
44.498,-490.33813
44.565,-428.19061
44.626,-522.00317
44.691,-534.70306
44.755,-438.85956
44.82,-483.56476
44.884,-459.01031
44.949,-552.82288
45.013,-474.08142
45.078,-431.23932
45.145,-532.67212
45.209,-524.20502
45.275,-540.96832
45.347,-443.60046
45.4,-476.79138
45.465,-557.39441
45.529,-460.19592
45.594,-439.36768
45.66,-431.91681
45.726,-531.31714
45.793,-531.31714
45.86,-437.84332
45.918,-493.72406
45.983,-554.34723
46.047,-556.37817
46.111,-466.12244
46.176,-438.85956
46.245,-540.29236
46.304,-514.38293
46.368,-435.64148
46.434,-441.0614
46.499,-488.47504
46.563,-554.68445
46.627,-454.60815
46.693,-446.14105
46.761,-546.55762
46.821,-536.56616
46.886,-521.15631
46.95,-435.30273
47.015,-501.17493
47.079,-550.79041
47.148,-448.84949
47.211,-458.67157
47.277,-440.89203
47.337,-543.84766
47.403,-500.15869
47.466,-428.52936
47.532,-515.39917
47.596,-494.40155
47.663,-551.29852
47.728,-447.32666
47.813,-449.52698
47.865,-550.79041
47.918,-483.22601
47.983,-507.44019
48.048,-430.39246
48.113,-508.96454
48.184,-542.66205
48.24,-444.10858
48.305,-466.79993
48.37,-444.6167
48.434,-545.54138
48.498,-487.12006
48.564,-427.6825
48.627,-522.68066
48.693,-534.70306
48.767,-547.91107
48.821,-446.81854
48.885,-457.31659
48.95,-554.51508
49.014,-472.89581
49.081,-432.08618
49.145,-427.1759
49.209,-518.61725
49.274,-540.46021
49.338,-441.90674
49.402,-478.65295
49.466,-556.88629
49.533,-552.31476
49.597,-480.8548
49.667,-430.39246
49.733,-531.65588
49.789,-529.79279
49.854,-436.99646
49.919,-446.31042
49.985,-471.03271
50.048,-557.05566
50.122,-467.98553
50.177,-438.0127
50.242,-540.79895
50.307,-526.06812
50.372,-537.75177
50.435,-440.21454
50.5,-485.42633
50.566,-557.22504
50.634,-456.6391
50.694,-452.06757
50.758,-533.8562
50.823,-489.15253
50.888,-449.01886
50.953,-521.15631
51.023,-515.39917
51.081,-527.76031
51.145,-460.53467
51.209,-479.49982
51.274,-534.53369
51.339,-478.48358
51.409,-453.25317
51.468,-446.98792
51.532,-519.29321
51.596,-517.77039
51.663,-456.13098
51.726,-488.47504
51.791,-534.36432
51.856,-535.38055
51.921,-480.17731
51.985,-450.37384
52.052,-522.68066
52.114,-509.8114
52.179,-447.49603
52.243,-456.46973
52.307,-483.05664
52.371,-535.7193
52.436,-470.35522
52.5,-455.11627
52.565,-524.37439
52.63,-520.64819
52.695,-511.50513
52.759,-451.05133
52.823,-490.33813
52.888,-531.48651
52.957,-459.85718
53.017,-474.75891
53.081,-454.10004
53.146,-523.35815
53.219,-503.37677
53.274,-443.26172
53.339,-501.85242
53.404,-487.12006
53.469,-535.04181
53.533,-464.25934
53.597,-462.73651
53.662,-529.1153
53.727,-497.11151
53.793,-507.60956
53.858,-447.66541
53.921,-496.60339
53.99,-531.14777
54.054,-459.85718
54.126,-472.3877
54.179,-459.51843
54.243,-528.26843
54.307,-499.98932
54.372,-446.81854
54.443,-510.82764
54.506,-524.37439
54.567,-533.01086
54.631,-462.22839
54.696,-469.17114
54.761,-533.68683
54.824,-491.52222
54.907,-449.69635
54.959,-449.52698
55.024,-507.60956
55.083,-525.56
55.147,-460.19592
55.212,-478.9917
55.277,-536.05804
55.341,-529.28467
55.406,-496.26465
55.475,-448.51227
55.545,-517.43164
55.599,-519.12537
55.663,-456.97784
55.728,-461.21216
55.793,-475.09766
55.857,-534.02557
55.924,-486.10382
55.989,-448.84949
56.052,-521.32568
56.115,-511.33575
56.18,-520.98694
56.243,-456.97784
56.308,-480.17731
