0.067,-463.75122
0.131,-599.89777
0.196,-583.9798
0.261,-436.82709
0.324,-574.15924
0.388,-505.40771
0.453,-475.94452
0.518,-587.19788
0.582,-557.90253
0.646,-447.83478
0.71,-592.10815
0.775,-462.73651
0.838,-506.25458
0.903,-564.33716
0.967,-523.6969
1.032,-473.06519
1.096,-594.64874
1.16,-442.58423
1.224,-556.2088
1.289,-531.14777
1.353,-478.14484
1.417,-492.70782
1.481,-572.46552
1.546,-444.27795
1.61,-588.8916
1.674,-486.78131
1.739,-447.32666
1.803,-541.1377
1.867,-544.01703
1.931,-465.44495
1.995,-597.8653
2.06,-450.0351
2.124,-440.04517
2.188,-581.10199
2.253,-498.80371
2.317,-479.83856
2.381,-582.79419
2.445,-438.18207
2.51,-453.42255
2.574,-594.64874
2.638,-456.13098
2.702,-512.18109
2.767,-557.90253
2.832,-450.71259
2.896,-475.09766
2.96,-592.27753
3.024,-441.0614
3.092,-563.4903
3.152,-525.72937
3.217,-474.08142
3.281,-500.15869
3.346,-570.26367
3.41,-445.80231
3.524,-591.93878
3.547,-478.82233
3.603,-495.24841
3.667,-548.75793
3.731,-539.4455
3.796,-469.00177
3.86,-600.06714
3.925,-450.20447
3.989,-540.46021
4.054,-587.53662
4.139,-495.58716
4.181,-486.27319
4.246,-582.45697
4.31,-438.69019
4.376,-580.76324
4.439,-597.01843
4.503,-454.77753
4.568,-521.8338
4.633,-556.2088
4.696,-453.59192
4.769,-596.34247
4.824,-591.26129
4.889,-441.0614
4.952,-567.21649
5.017,-519.9707
5.082,-475.26703
5.146,-592.78564
5.21,-564.6759
5.274,-446.64917
5.339,-593.12439
5.406,-473.23456
5.467,-499.81995
5.531,-570.26367
5.596,-536.05804
5.66,-471.54083
5.725,-600.06714
5.789,-448.68011
5.853,-546.0495
5.92,-542.3233
5.985,-493.89343
6.06,-492.03033
6.11,-583.13293
6.174,-443.43109
6.238,-586.18164
6.302,-498.46497
6.371,-453.25317
6.432,-527.08282
6.496,-553.33099
6.56,-457.31659
6.624,-598.20404
6.689,-456.80847
6.753,-440.55328
6.817,-573.8205
6.881,-513.87482
6.946,-476.45264
7.01,-592.95502
7.077,-440.89203
7.141,-449.3576
7.204,-594.47937
7.266,-466.79993
7.331,-501.17493
7.395,-567.04712
7.461,-446.31042
7.526,-471.71021
7.589,-598.54279
7.652,-445.29419
7.717,-552.6535
7.781,-539.10675
7.845,-471.87958
7.911,-494.06281
8.006,-580.76324
8.043,-444.6167
8.102,-589.23035
8.166,-492.70782
8.231,-488.64441
8.296,-533.68683
8.373,-549.26605
8.423,-462.56714
8.488,-599.22028
8.552,-453.93066
8.617,-526.74408
8.682,-579.23889
8.747,-507.27081
8.809,-480.8548
8.873,-588.8916
8.938,-441.0614
9.004,-572.46552
9.072,-596.84906
9.134,-464.25934
9.196,-508.62579
9.26,-563.4903
9.323,-448.68011
9.388,-594.64874
9.452,-595.32623
9.523,-443.26172
9.581,-558.91876
9.645,-530.80902
9.711,-473.40393
9.775,-598.37341
9.839,-576.35956
9.909,-446.81854
9.967,-594.14062
10.032,-488.47504
10.095,-495.07904
10.16,-580.4245
10.224,-545.20264
10.293,-469.34052
10.352,-600.57526
10.417,-450.54321
10.481,-535.04181
10.562,-551.97601
10.613,-504.22363
10.676,-485.25696
10.738,-588.38348
10.804,-440.89203
10.867,-579.57764
10.931,-511.84387
10.996,-459.85718
11.063,-514.21356
11.124,-561.28998
11.202,-451.2207
11.251,-595.66498
11.316,-466.63055
11.38,-440.89203
11.445,-561.45935
11.512,-527.42157
11.573,-473.23456
11.637,-595.83435
11.701,-445.80231
11.766,-446.4798
11.874,-594.31
11.894,-484.24072
11.959,-496.77277
12.023,-579.40826
12.088,-445.46356
12.152,-469.84711
12.216,-600.23651
12.281,-451.72882
12.345,-537.41302
12.408,-548.24982
12.473,-465.61432
12.537,-488.30566
12.602,-586.01227
12.676,-441.73737
12.73,-583.81042
12.794,-506.59332
12.859,-463.07373
12.923,-461.21216
12.987,-461.5509
13.052,-462.73651
13.117,-461.5509
13.18,-463.07373
13.245,-461.21216
13.309,-462.39777
13.374,-462.56714
13.442,-460.02655
13.502,-462.05902
13.566,-461.04279
13.631,-462.39777
13.695,-462.73651
13.763,-462.39777
13.822,-462.05902
13.887,-463.75122
13.951,-461.72028
14.016,-459.68781
14.08,-461.21216
14.148,-461.88965
14.212,-461.72028
14.273,-461.38153
14.337,-461.72028
